File_ID,Genre,Sentence_ID,Original_Word,Lemma,POS,Metaphor,Type,Subtype,MFlag,xml:id,corresp
a1e-fragment01,News,a1e-fragment01_s1,Latest,late,AJS,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,corporate,corporate,AJ0,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,unbundler,unbundler,NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,reveals,reveal,VVZ,mrw,met,,,,
a1e-fragment01,News,a1e-fragment01_s1,laid-back,laid-back,AJ0,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,approach,approach,NN1,mrw,met,,,,
a1e-fragment01,News,a1e-fragment01_s1,Roland,roland,NP0,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,Franklin,franklin,NP0,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,who,who,PNQ,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,is,be,VBZ,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,leading,lead,VVG,mrw,met,,,,
a1e-fragment01,News,a1e-fragment01_s1,a,a,AT0,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,697m,697m,NN0,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,pound,pound,NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,break-up,break-up,NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,bid,bid,NN1-VVB,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,for,for,PRP,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,DRG,drg,NP0,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,talks,talk,NN2-VVZ,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,to,to,PRP,mrw,met,,,,
a1e-fragment01,News,a1e-fragment01_s1,Frank,frank,NP0,,,,,,
a1e-fragment01,News,a1e-fragment01_s1,Kane,kane,NP0,,,,,,
a1e-fragment01,News,a1e-fragment01_s2,By,by,PRP,,,,,,
a1e-fragment01,News,a1e-fragment01_s2,FRANK,frank,NP0,,,,,,
a1e-fragment01,News,a1e-fragment01_s2,KANE,kane,NP0-NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,IT,it,PNP,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,SEEMS,seem,VVZ,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,that,that,CJT,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,Roland,roland,NP0,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,Franklin,franklin,NP0,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,the,the,AT0,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,latest,late,AJS,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,unbundler,unbundler,NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,to,to,TO0,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,appear,appear,VVI,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,in,in,PRP,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,the,the,AT0,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,UK,uk,NP0,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,has,have,VHZ,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,made,make,VVN,mrw,met,,,,
a1e-fragment01,News,a1e-fragment01_s3,a,a,AT0,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,fatal,fatal,AJ0,mrw,met,,,,
a1e-fragment01,News,a1e-fragment01_s3,error,error,NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,in,in,PRP,mrw,met,,,,
a1e-fragment01,News,a1e-fragment01_s3,the,the,AT0,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,preparation,preparation,NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,of,of,PRF,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,his,he,DPS,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,£697m,£697m,NN0,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,break-up,break-up,NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,bid,bid,NN1-VVB,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,for,for,PRP,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,stationery,stationery,NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,and,and,CJC,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,packaging,packaging,NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,group,group,NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s3,DRG,drg,NP0,,,,,,
a1e-fragment01,News,a1e-fragment01_s4,He,he,PNP,,,,,,
a1e-fragment01,News,a1e-fragment01_s4,has,have,VHZ,,,,,,
a1e-fragment01,News,a1e-fragment01_s4,not,not,XX0,,,,,,
a1e-fragment01,News,a1e-fragment01_s4,properly,properly,AV0,,,,,,
a1e-fragment01,News,a1e-fragment01_s4,investigated,investigate,VVN,,,,,,
a1e-fragment01,News,a1e-fragment01_s4,the,the,AT0,,,,,,
a1e-fragment01,News,a1e-fragment01_s4,target,target,NN1,mrw,met,,,,
a1e-fragment01,News,a1e-fragment01_s4,'s,'s,POS,,,,,,
a1e-fragment01,News,a1e-fragment01_s4,dining,dining,NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s4,facilities,facility,NN2,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,The,the,AT0,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,63-year-old,63-year-old,AJ0,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,head,head,NN1,mrw,met,,,,
a1e-fragment01,News,a1e-fragment01_s5,of,of,PRF,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,Pembridge,pembridge,NP0,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,Investments,investment,NN2,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,through,through,PRP,mrw,met,,,,
a1e-fragment01,News,a1e-fragment01_s5,which,which,DTQ,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,the,the,AT0,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,bid,bid,NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,is,be,VBZ,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,being,be,VBG,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,mounted,mount,VVN-AJ0,mrw,met,,,,
a1e-fragment01,News,a1e-fragment01_s5,says,say,VVZ,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,rule,rule,NN1-VVB,mrw,met,WIDLII,,,
a1e-fragment01,News,a1e-fragment01_s5,number,number,NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,one,one,CRD,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,in,in,PRP,mrw,met,,,,
a1e-fragment01,News,a1e-fragment01_s5,this,this,DT0,mrw,met,,,,
a1e-fragment01,News,a1e-fragment01_s5,business,business,NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,is,be,VBZ,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,the,the,AT0,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,more,more,AV0,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,luxurious,luxurious,AJ0,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,the,the,AT0,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,luncheon,luncheon,NN1,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,rooms,room,NN2,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,at,at,PRP,,,,,,
a1e-fragment01,News,a1e-fragment01_s5,headquarters,headquarters,NN0,mrw,met,,,,
a1e-fragment01,News,a1e-fragment01_s5,the,the,AT0,,,,,,
