File_ID,Genre,Sentence_ID,Original_Word,Lemma,POS,Metaphor,Type,Subtype,MFlag,xml:id,corresp
a1e-fragment01,news,a1e-fragment01_s1,Latest,late,ajs,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,corporate,corporate,aj0,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,unbundler,unbundler,nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,reveals,reveal,vvz,mrw,met,,,,
a1e-fragment01,news,a1e-fragment01_s1,laid-back,laid-back,aj0,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,approach,approach,nn1,mrw,met,,,,
a1e-fragment01,news,a1e-fragment01_s1,Roland,roland,np0,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,Franklin,franklin,np0,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,who,who,pnq,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,is,be,vbz,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,leading,lead,vvg,mrw,met,,,,
a1e-fragment01,news,a1e-fragment01_s1,a,a,at0,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,697m,697m,nn0,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,pound,pound,nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,break-up,break-up,nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,bid,bid,nn1-vvb,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,for,for,prp,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,DRG,drg,np0,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,talks,talk,nn2-vvz,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,to,to,prp,mrw,met,,,,
a1e-fragment01,news,a1e-fragment01_s1,Frank,frank,np0,,,,,,
a1e-fragment01,news,a1e-fragment01_s1,Kane,kane,np0,,,,,,
a1e-fragment01,news,a1e-fragment01_s2,By,by,prp,,,,,,
a1e-fragment01,news,a1e-fragment01_s2,FRANK,frank,np0,,,,,,
a1e-fragment01,news,a1e-fragment01_s2,KANE,kane,np0-nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,IT,it,pnp,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,SEEMS,seem,vvz,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,that,that,cjt,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,Roland,roland,np0,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,Franklin,franklin,np0,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,the,the,at0,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,latest,late,ajs,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,unbundler,unbundler,nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,to,to,to0,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,appear,appear,vvi,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,in,in,prp,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,the,the,at0,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,UK,uk,np0,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,has,have,vhz,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,made,make,vvn,mrw,met,,,,
a1e-fragment01,news,a1e-fragment01_s3,a,a,at0,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,fatal,fatal,aj0,mrw,met,,,,
a1e-fragment01,news,a1e-fragment01_s3,error,error,nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,in,in,prp,mrw,met,,,,
a1e-fragment01,news,a1e-fragment01_s3,the,the,at0,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,preparation,preparation,nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,of,of,prf,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,his,he,dps,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,£697m,£697m,nn0,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,break-up,break-up,nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,bid,bid,nn1-vvb,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,for,for,prp,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,stationery,stationery,nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,and,and,cjc,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,packaging,packaging,nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,group,group,nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s3,DRG,drg,np0,,,,,,
a1e-fragment01,news,a1e-fragment01_s4,He,he,pnp,,,,,,
a1e-fragment01,news,a1e-fragment01_s4,has,have,vhz,,,,,,
a1e-fragment01,news,a1e-fragment01_s4,not,not,xx0,,,,,,
a1e-fragment01,news,a1e-fragment01_s4,properly,properly,av0,,,,,,
a1e-fragment01,news,a1e-fragment01_s4,investigated,investigate,vvn,,,,,,
a1e-fragment01,news,a1e-fragment01_s4,the,the,at0,,,,,,
a1e-fragment01,news,a1e-fragment01_s4,target,target,nn1,mrw,met,,,,
a1e-fragment01,news,a1e-fragment01_s4,'s,'s,pos,,,,,,
a1e-fragment01,news,a1e-fragment01_s4,dining,dining,nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s4,facilities,facility,nn2,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,The,the,at0,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,63-year-old,63-year-old,aj0,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,head,head,nn1,mrw,met,,,,
a1e-fragment01,news,a1e-fragment01_s5,of,of,prf,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,Pembridge,pembridge,np0,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,Investments,investment,nn2,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,through,through,prp,mrw,met,,,,
a1e-fragment01,news,a1e-fragment01_s5,which,which,dtq,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,the,the,at0,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,bid,bid,nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,is,be,vbz,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,being,be,vbg,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,mounted,mount,vvn-aj0,mrw,met,,,,
a1e-fragment01,news,a1e-fragment01_s5,says,say,vvz,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,rule,rule,nn1-vvb,mrw,met,widlii,,,
a1e-fragment01,news,a1e-fragment01_s5,number,number,nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,one,one,crd,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,in,in,prp,mrw,met,,,,
a1e-fragment01,news,a1e-fragment01_s5,this,this,dt0,mrw,met,,,,
a1e-fragment01,news,a1e-fragment01_s5,business,business,nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,is,be,vbz,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,the,the,at0,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,more,more,av0,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,luxurious,luxurious,aj0,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,the,the,at0,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,luncheon,luncheon,nn1,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,rooms,room,nn2,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,at,at,prp,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,headquarters,headquarters,nn0,mrw,met,,,,
a1e-fragment01,news,a1e-fragment01_s5,the,the,at0,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,more,more,av0,,,,,,
a1e-fragment01,news,a1e-fragment01_s5,inefficient,inefficient,aj0,,,,,,
